Konkani,Hindi,Konkani_Rule_POS
लेजरानय,लेजरानय,लेजरानय/NOUN
इण्ट्राम्युरल,इण्ट्राम्युरल,इण्ट्राम्युरल/NOUN
पयले,अच्छा,पयले/ADJ
कितली,कितने,कितली/ADJ
घराबो,घरों,घराबो/NOUN
बायलेचें,पत्नी की,बायलेचें/NOUN
मत,नशे में डाल दिया,मत/NOUN
मायोमेक्टॉमी,Myometime,मायोमेक्टॉमी/PRON
ओपेरेसांव,ओपेरेसांव,ओपेरेसांव/NOUN
लेप्रोस्कोपींतल्यान,लेप्रोस्कोपींतल्यान,लेप्रोस्कोपींतल्यान/NOUN
लेप्रोटीमींतल्यान,लेप्रोटीमींतल्यान,लेप्रोटीमींतल्यान/NOUN
पिरायेच्यो,आयु,पिरायेच्यो/NOUN
केसींत,केसींत,केसींत/NOUN
हिस्टेरेक्टोमी,हिस्टेरैक्टोमी,हिस्टेरेक्टोमी/NOUN
नाका,नाका,नाका/NOUN
लेप्रोस्कोपीक,लेप्रोस्कोपीक,लेप्रोस्कोपीक/NOUN
मायोलिसिसांत,मायोलिसिसांत,मायोलिसिसांत/NOUN
गुंगी,डंबफ्लाई,गुंगी/NOUN
जांगेच्या,जंगी,जांगेच्या/ADJ
शिरेंतल्यान,शिरेंतल्यान,शिरेंतल्यान/NOUN
नळी,नली,नळी/NOUN
पॉलीविनायल,पॉलीविनायल,पॉलीविनायल/NOUN
कणिकांक,गुँथा हुआ आटा,कणिकांक/NOUN
जेलेफोम,जेनफोम,जेलेफोम/NOUN
पावडर,पाउडर,पावडर/NOUN
युटेरायन,युटेरायन,युटेरायन/NOUN
आर्टरीक,आर्टरीक,आर्टरीक/NOUN
आडायतात,में,आडायतात/VERB
फोडाक,फोडाक,फोडाक/NOUN
६,6,६/NOUN
येनाशिल्ल्यान,चालीसवें वर्ष,येनाशिल्ल्यान/NOUN
हजारांनी,एक हजार से,हजारांनी/NOUN
खंगतात,गंदगी में,खंगतात/VERB
काळारूच,काला,काळारूच/NOUN
शंबर,एक सौ,शंबर/NOUN
वायटकारांक,द्विध्रुवीय,वायटकारांक/NOUN
लाखांनी,लाखों,लाखांनी/NOUN
घराब्यांक,परिवारों,घराब्यांक/NOUN
त्रासां,बोतल,त्रासां/NOUN
वाचोवं,सवोवम,वाचोवं/NOUN
आयचें,आज भी,आयचें/NOUN
मुस्तींत,कमज़ोर,मुस्तींत/NOUN
दिसपट्टयो,डार्टे,दिसपट्टयो/NOUN
बदलिल्ल्यान,बदलिल्ल्यान,बदलिल्ल्यान/NOUN
तपासणेच्यो,जाँच करने के लिए,तपासणेच्यो/NOUN
जायत्यो,कई कई,जायत्यो/NOUN
एम,एम,एम/NOUN
किरणोत्सर्गाचो,रेडियोट्रोप्रेक्शन,किरणोत्सर्गाचो/ADJ
दोतोरांच्या,प्रसूतिशास्री,दोतोरांच्या/ADJ
हातांत,हाथ में,हातांत/NOUN
हत्यार,हथियार,हत्यार/NOUN
लागलां,मैंने भी शुरू कर दिया,लागलां/NOUN
थर्मोग्राफी,थर्मोग्राफी,थर्मोग्राफी/NOUN
थर्मोग्राफीन,थर्मोग्राफीन,थर्मोग्राफीन/NOUN
हानी,हानि,हानी/NOUN
बेगोबेग,बेगोबेग,बेगोबेग/NOUN
ग्रीसी,ग्रीस,ग्रीसी/NOUN
इजिप्सी,इजिप्सी,इजिप्सी/NOUN
तापमान,तापमान,तापमान/NOUN
वळखताले,मुझे पता था,वळखताले/ADJ
गरम,गर्म,गरम/NOUN
सर,सर,सर/NOUN
विलियम,विलियम,विलियम/NOUN
हर्षलान,हर्षलान,हर्षलान/NOUN
१८००त,१८००त,१८००त/NOUN
लायिल्लो,लैंड किया हुआ,लायिल्लो/ADJ
१९७०,१९७०,१९७०/NOUN
इन्फ्रारेडाचो,इन्फ्रारेडाचो,इन्फ्रारेडाचो/ADJ
दोतोरकेच्या,डोटोरन,दोतोरकेच्या/ADJ
पांवड्यारूच,केवल स्तर तक,पांवड्यारूच/NOUN
वळखुपाक,पहचान करने के लिए,वळखुपाक/VERB
थर्मोग्राफींतल्यान,आर्मोग्रैफ़्स,थर्मोग्राफींतल्यान/NOUN
थर्मोग्राफीचो,थर्मोग्रैफ्स का,थर्मोग्राफीचो/ADJ
अशीर,शेहिर,अशीर/NOUN
मेंदवांत,बेंटिल,मेंदवांत/NOUN
ब्रेन,ब्रेन,ब्रेन/NOUN
मेनेनजायटीस,मेनाजाइटिसशोथ,मेनेनजायटीस/PART
मेनिजीचें,मेनिजी,मेनिजीचें/PRON
इंफेसांव,इंफेसांव,इंफेसांव/NOUN
इंट्राकेनियल,इंट्राकेनियल,इंट्राकेनियल/NOUN
वेंसाचो,स्वान का शब्द,वेंसाचो/ADJ
संधीवात,अवसर,संधीवात/NOUN
स्पोंडिलायटीस,स्पोंडिलायटीस,स्पोंडिलायटीस/PART
रक्तदाबाचो,रक्तदाबाचो,रक्तदाबाचो/ADJ
रक्तदाबान,रक्तदाबान,रक्तदाबान/NOUN
दोळ्यांच्यो,आंखों का,दोळ्यांच्यो/NOUN
व्हांवपाक,बहना,व्हांवपाक/VERB
तकलेची,चकाचौंधा,तकलेची/NOUN
सगळीं,सभी,सगळीं/NOUN
कळटात,धूप,कळटात/NOUN
मुत्रपिंडाचेर,गतिशीलता पर।,मुत्रपिंडाचेर/PRON
कितलें,कितने,कितलें/NOUN
करतां,जैसा,करतां/NOUN
हेंवूय,यह भी एक है,हेंवूय/NOUN
वचूं,जाओ को जाओ,वचूं/NOUN
वियाग्रान,वियाग्रान,वियाग्रान/NOUN
जाल्यारूय,अगर वहाँ है हालांकि एक है,जाल्यारूय/NOUN
वच्चें,जाने के लिए तैय़ार,वच्चें/NOUN
४,4,४/NOUN
करचीं,बढ़ाव,करचीं/NOUN
कितेंय,कोई भी एम्पल,कितेंय/NOUN
तिरशेपणाची,विकर्ण,तिरशेपणाची/NOUN
तक्रार,शिकायत,तक्रार/NOUN
ऑपरेशना,ऑपरेशना,ऑपरेशना/NOUN
येत,आ रहा,येत/NOUN
कमींत,कमींत,कमींत/NOUN
दोतोराच्या,चिकित्सक से,दोतोराच्या/ADJ
सल्ल्या,सलाह,सल्ल्या/NOUN
काकाक,काक,काकाक/NOUN
मामाक,ममक,मामाक/PRON
बापायक,बापई,बापायक/NOUN
मोतिबिंदू,मोतियाबिंद,मोतिबिंदू/PRON
मोतिबिंदूक,मोतिबिंदूक,मोतिबिंदूक/PRON
दोळ्याचो,नेत्र,दोळ्याचो/ADJ
वाडूंक,तेज करना,वाडूंक/NOUN
शीर,निरा,शीर/NOUN
इबाडूंक,इबाडूंक,इबाडूंक/NOUN
खूबशे,बहुत ज़्यादा,खूबशे/NOUN
ओक्ला,ओक्ला,ओक्ला/NOUN
सुर्याक,चिल्ला,सुर्याक/NOUN
सुर्याच्या,सूरज,सुर्याच्या/ADJ
अतिनील,पराबैंगनी,अतिनील/NOUN
वाटोवपाची,जीवंत,वाटोवपाची/NOUN
तणा,तनाव,तणा/NOUN
चल्ल्यार,लार्स,चल्ल्यार/NOUN
वाडना,वाडना,वाडना/NOUN
पाचवें,पाचवें,पाचवें/NOUN
वलसाण,वलसाण,वलसाण/NOUN
थंडसाण,शीतक,थंडसाण/NOUN
लायल्यार,अगर लगाए तो वेल्ड,लायल्यार/NOUN
लायनासल्यार,लायनलसिया,लायनासल्यार/NOUN
संगणक,कंप्यूटर,संगणक/NOUN
उजवाडान,प्रकाश,उजवाडान/NOUN
इबाड,विनाश,इबाड/NOUN
दृश्टी,देखना,दृश्टी/NOUN
वाडोवंक,देव,वाडोवंक/NOUN
आर्थरायटीस,आर्थरायटीस,आर्थरायटीस/PART
उतराचो,शब्द,उतराचो/ADJ
सांद्यांची,ब्रह्मांडीय,सांद्यांची/NOUN
प्रकारांच्या,प्रकार,प्रकारांच्या/ADJ
सांद्यांतली,साख,सांद्यांतली/ADJ
आर्थरायटिसाच्या,वात रोग,आर्थरायटिसाच्या/ADJ
प्रकारांत,प्रकार,प्रकारांत/NOUN
सुवादीन,सुवादीन,सुवादीन/NOUN
मेळ्ळां,है,मेळ्ळां/PRON
सहज,आसान,सहज/NOUN
मेळटां,मलबा,मेळटां/PRON
50\﻿QT_QTC,50 \ qt_qtc,50\﻿QT_QTC/NOUN
तिचे,उसकी,तिचे/NOUN
अवतिकायेंत,परामर्शों में,अवतिकायेंत/NOUN
त्रासदिणीय,त्रासदिणीय,त्रासदिणीय/NOUN
तश्यो,वे ऐसे हैं,तश्यो/NOUN
आर्थरायटिसाच्यो,आर्थरायटिसाच्यो,आर्थरायटिसाच्यो/NOUN
वाडटात,में बढ़ रहा है,वाडटात/NOUN
पांचांतल्या,आंतरिक,पांचांतल्या/NOUN
आर्थरायटिसाची,गठिया,आर्थरायटिसाची/NOUN
जालेनात,अस्ट,जालेनात/NOUN
हाडांचें,हैटचेन,हाडांचें/NOUN
हरशीं,आम तौर पर,हरशीं/NOUN
संवसारभरांतल्या,दुनिया,संवसारभरांतल्या/NOUN
बायलांचेर,औरत,बायलांचेर/NOUN
बसप,बसप,बसप/NOUN
घरचें,घर का,घरचें/NOUN
जमनीर,जमीन पर,जमनीर/NOUN
धोंपरांचे,चक्कर,धोंपरांचे/NOUN
जांगेचें,जंगचे,जांगेचें/NOUN
हाड,हड्डी,हाड/NOUN
पांयांचें,वे पैर हैं,पांयांचें/NOUN
पाड,स्वर,पाड/NOUN
जाल्लें,गोली मारना,जाल्लें/NOUN
सारकें,ठीक तरह से,सारकें/NOUN
हाडाक,हाडाक,हाडाक/NOUN
आर्थराटिसान,आर्थराटिसान,आर्थराटिसान/NOUN
बसून,बैठक,बसून/NOUN
न्हावप,स्नान,न्हावप/NOUN
दीसपट्टया,देवपत्त,दीसपट्टया/NOUN
वेव्हारांत,लहर में,वेव्हारांत/NOUN
आर्थरायटिसाचेर,आर्थरायटिसाचेर,आर्थरायटिसाचेर/NOUN
दुयेंसांतल्यान,रोग,दुयेंसांतल्यान/NOUN
प्रमांणांत,नतीजे,प्रमांणांत/NOUN
मेळप,मिलना,मेळप/PRON
सांद्यांक,साख,सांद्यांक/NOUN
सोंसची,लगातार,सोंसची/NOUN
ओपेरासांवाचो,ओपेरसैन का,ओपेरासांवाचो/ADJ
सुरवातीचे,प्रारंभिक,सुरवातीचे/NOUN
युनीकम्पार्टमॅण्टल,एक प्रकार का,युनीकम्पार्टमॅण्टल/NOUN
नी,नी,नी/NOUN
रिफिक्सींग,रिफिक्सींग,रिफिक्सींग/NOUN
हिप,कूल्हा,हिप/NOUN
सारकिले,व्यंग्यात्मक,सारकिले/ADJ
पर्याय,विकल्प,पर्याय/NOUN
थारतात,परिभाषित,थारतात/VERB
सांद्यांचेर,अप्रधान व्यवसाय,सांद्यांचेर/NOUN
आर्थरायटिसाचे,गठिया,आर्थरायटिसाचे/NOUN
टोटल,टोटल,टोटल/NOUN
\,\ _,\/NOUN
रिप्लेसमॅण्ट,रिप्लेसमॅण्ट,रिप्लेसमॅण्ट/NOUN
टिकेआराचो,टिक का tkr,टिकेआराचो/ADJ
दुयेंतीचीं,धरना,दुयेंतीचीं/NOUN
धोंपरां,धोंपरां,धोंपरां/NOUN
उडोवन,उड़ान,उडोवन/NOUN
मेटल,धातु,मेटल/PRON
इम्प्लाण्ट,इम्प्लाण्ट,इम्प्लाण्ट/NOUN
टिकेआरांत,एक टिक में,टिकेआरांत/NOUN
हाडांच्या,बोनर,हाडांच्या/ADJ
पोंताक,पोंताक,पोंताक/NOUN
फाटभूंय,पृष्ठभूमि,फाटभूंय/NOUN
लायतात,वे कवर कर रहे हैं,लायतात/VERB
धोंपरांच्या,अच्छा,धोंपरांच्या/ADJ
रोपणान,दाखिल करना,रोपणान/NOUN
रोटेटींग,रोटेटींग,रोटेटींग/NOUN
प्लॅटफॉर्म,प्लैटफ़ॉर्म,प्लॅटफॉर्म/NOUN
हाय,नमस्ते,हाय/NOUN
फ्लेक्सियन,फ्लेक्सियन,फ्लेक्सियन/NOUN
भोंवप,टहलना,भोंवप/NOUN
पोरसूं,पोरसुन,पोरसूं/NOUN
लायतना,मैंने डाला,लायतना/NOUN
ओणोव,ओणोव,ओणोव/NOUN
चलोवंक,चल दर,चलोवंक/NOUN
देंवप,घटाना,देंवप/NOUN
सारकिल्या,ऐसा,सारकिल्या/NOUN
दीसपट्‍ट्या,अकेले,दीसपट्‍ट्या/NOUN
वावरांनी,द्वारा,वावरांनी/NOUN
फ्लॅक्सीन,फ्लॅक्सीन,फ्लॅक्सीन/NOUN
धोंपरांतल्यान,ढोपरटन,धोंपरांतल्यान/NOUN
155,155,155/NOUN
अंशां,अंशां,अंशां/NOUN
दोडूं,दोडूं,दोडूं/NOUN
रोपण,रोपण,रोपण/NOUN
आज,आज,आज/NOUN
समाधानी,संतुष्ट,समाधानी/NOUN
दीसपट्टे,डिसप्ले,दीसपट्टे/NOUN
वावर,किराना,वावर/NOUN
दोतोराची,डॉक्टर का,दोतोराची/NOUN
ओपेरासांवाचे,ओपेरसावन,ओपेरासांवाचे/NOUN
जिणेरीत,को,जिणेरीत/NOUN
खाणाच्यो,खानो,खाणाच्यो/NOUN
आपणायल्यार,"यदि आप अपने आप हैं, तो आप हैं",आपणायल्यार/NOUN
म्हारोगांतल्यान,महान-स्टिक के माध्यम से,म्हारोगांतल्यान/PRON
मेकळो,एरेसी,मेकळो/PRON
विरयत,विर्या,विरयत/NOUN
रितीन,1000,रितीन/NOUN
लोह,लोहा,लोह/NOUN
ऑक्सीडेंट,ऑक्सीडेंट,ऑक्सीडेंट/NOUN
तत्वांचें,तत्वों के तत्वों की,तत्वांचें/NOUN
वाडयात,महल में,वाडयात/NOUN
तुमीं,तुम हो,तुमीं/PRON
वजनाचेर,वज़न,वजनाचेर/NOUN
आंगान,आंगन,आंगान/NOUN
खायात,खायात,खायात/NOUN
आशिल्लीं,थे,आशिल्लीं/NOUN
आपोल,आपोल,आपोल/NOUN
संत्री,संत्री,संत्री/NOUN
चॅरी,चारी,चॅरी/NOUN
पॅपर्स,पत्रों,पॅपर्स/PART
उस,उस,उस/PART
उरतले,पर रहेगा,उरतले/ADJ
ज्वारी,ज्वार-भाटा,ज्वारी/NOUN
उकडे,वीर्य,उकडे/NOUN
सारकिलें,सरकिल,सारकिलें/NOUN
तंतूमय,रेशेदार,तंतूमय/NOUN
तेलकट,तेल का,तेलकट/NOUN
वाचयात,में,वाचयात/NOUN
कॅल्शीयम,कैलिअम,कॅल्शीयम/NOUN
बरीं,कुंआ,बरीं/NOUN
सतत,स्थिर,सतत/NOUN
सांद्यांच्या,ब्रह्मांडीय,सांद्यांच्या/ADJ
आशिकुशीचे,अशीकुकी,आशिकुशीचे/NOUN
घटमूट,गली,घटमूट/NOUN
भागार,पार्टिक,भागार/NOUN
चामखीळ,प्रकाशमान,चामखीळ/NOUN
घावो,घावो,घावो/NOUN
सुकना,सुकना,सुकना/NOUN
सादूर,एलेगोन,सादूर/NOUN
कातीचो,कैटोचो,कातीचो/ADJ
कँन्सर,कँन्सर,कँन्सर/NOUN
गांठीच्या,गांठ,गांठीच्या/ADJ
हाताचेर,हाथों पर,हाताचेर/NOUN
पांयाचेर,अपने पैरों पर,पांयाचेर/NOUN
तोंडाचेर,मुँह पर,तोंडाचेर/NOUN
दुखना,दुखना,दुखना/NOUN
वाडल्यार,गरजना,वाडल्यार/NOUN
घाव्याच्या,घायल,घाव्याच्या/ADJ
घाव्यान,घाव्यान,घाव्यान/NOUN
घाव्याचो,घावों का सिर,घाव्याचो/ADJ
गांठींत,उदासी,गांठींत/NOUN
दुर्लक्ष,उपेक्षा करना,दुर्लक्ष/NOUN
लक्षणांक,रोगसूचक,लक्षणांक/NOUN
रंगाचो,देश,रंगाचो/ADJ
रक्तांतल्यान,खून से,रक्तांतल्यान/NOUN
सवका,सवका,सवका/NOUN
कापून,काटना,कापून/NOUN
कातूय,खाट,कातूय/NOUN
उडयता,से नीचे गिर जाता है,उडयता/NOUN
उरपाची,बने रहना,उरपाची/NOUN
कंठस्थ,कंठस्थ,कंठस्थ/NOUN
उडोवपाच्यो,सराहना,उडोवपाच्यो/NOUN
खरायेचेर,खरायेचेर,खरायेचेर/NOUN
आदारिल्लें,आधारित,आदारिल्लें/NOUN
लजेक,तेज़ी से,लजेक/NOUN
आंगाचो,आंगाचो,आंगाचो/ADJ
पातळ्ळो,नष्ट किया हुआ,पातळ्ळो/NOUN
उडोवच्यो,उडोवचो,उडोवच्यो/NOUN
गांठीची,गांठ,गांठीची/NOUN
अवस्थेची,राज्य,अवस्थेची/NOUN
गांठीन,नथुने,गांठीन/NOUN
लागलें,मैं शुरू करता हूं,लागलें/NOUN
रावूंक,आओ रहते हैं,रावूंक/NOUN
आठवड्यांनी,साप्ताहिक,आठवड्यांनी/NOUN
वाडीची,वार्डी,वाडीची/NOUN
विकासाची,विकास संबंधी,विकासाची/NOUN
कुमार,कुमार,कुमार/NOUN
घाळ,हलचल,घाळ/NOUN
पोसप,लपेटना,पोसप/NOUN
हुसको,हसकोर,हुसको/NOUN
धरिनासतना,क्षय,धरिनासतना/NOUN
खोशयेचे,लज्जाजनक,खोशयेचे/NOUN
खीण,धब्बा,खीण/NOUN
घालोवपाचो,परत,घालोवपाचो/ADJ
तितलो,समान रूप से,तितलो/ADJ
सर्वेक्षण,सर्वेक्षण,सर्वेक्षण/NOUN
हेंच,घना,हेंच/NOUN
सत,सत,सत/NOUN
आयलां,संयुक्त राष्ट्र,आयलां/NOUN
फुडल्यान,नेक्स्टस्ट से,फुडल्यान/NOUN
भोंवत,वे घूमते हैं,भोंवत/NOUN
सांवरना,सांवरना,सांवरना/NOUN
तितलेंच,वह सब है,तितलेंच/NOUN
जितलें,जो भी,जितलें/NOUN
कारणांक,क्योंकि तर्क के लिए,कारणांक/NOUN
अस्वस्थताय,बीमार,अस्वस्थताय/NOUN
धिटाय,धिटाय,धिटाय/NOUN
विश्वास,विश्वास,विश्वास/PART
शारिरिकूच,भौतिक,शारिरिकूच/NOUN
दादल्यांचे,पापा,दादल्यांचे/NOUN
घडवणेंत,निर्माण,घडवणेंत/NOUN
वेगळेंपण,छत,वेगळेंपण/NOUN
आंकडेवारी,Srevie,आंकडेवारी/NOUN
दादल्यांचीं,पुरुषों,दादल्यांचीं/NOUN
अस्वस्थ,असुविधाजनक,अस्वस्थ/NOUN
बायलांचीं,महिलाएं,बायलांचीं/NOUN
प्रजनन,प्रजनन,प्रजनन/NOUN
प्रजनना,प्रजनना,प्रजनना/NOUN
दुदाक,दूध पीने वाला,दुदाक/NOUN
धरप,पकड़ा,धरप/NOUN
गर्भधारणेच्या,का,गर्भधारणेच्या/ADJ
रावनासप,सवेनपल,रावनासप/NOUN
भविश्यांत,तेज़,भविश्यांत/NOUN
थारतलें,दृढ़ संकल्प आयोजित किया जाएगा,थारतलें/NOUN
थोडी,थोड़ा,थोडी/NOUN
सादूरकाय,सरल,सादूरकाय/NOUN
सतर्कताय,सतर्कताय,सतर्कताय/NOUN
थोडें,थोड़ा,थोडें/NOUN
कितलिंशींच,थोड़ा,कितलिंशींच/NOUN
जांचे,जांचे,जांचे/NOUN
स्वताकूच,स्वयं आपके हैं,स्वताकूच/NOUN
बॉम्बे,बॉम्बे,बॉम्बे/NOUN
हॅल्थ,हाफ़ा,हॅल्थ/NOUN
गायड,गायड,गायड/NOUN
संस्था,संस्था,संस्था/NOUN
विस्तारान,अतिरिक्त,विस्तारान/NOUN
भितरल्यो,आंतरिक,भितरल्यो/NOUN
गर्भाशया,गर्भाशय,गर्भाशया/NOUN
चडश्यो,कई में से कई,चडश्यो/NOUN
उलयतना,बोला जा रहा है,उलयतना/NOUN
लजतात,रसीला,लजतात/VERB
गांवांनी,गांवों में,गांवांनी/NOUN
वाड्यांचेर,विश्वसनीय,वाड्यांचेर/NOUN
झोंपडपट्टयांनी,द्वारा,झोंपडपट्टयांनी/NOUN
चाळींनी,चाल,चाळींनी/NOUN
रावपी,रुछी,रावपी/NOUN
घरचे,घर -घर,घरचे/NOUN
घाताचें,हत्या का प्रमुख,घाताचें/NOUN
जिवघेणें,जीवित,जिवघेणें/NOUN
थारता,का हिरन,थारता/NOUN
गांवांत,गांवों में,गांवांत/NOUN
ओश्पिताल,ओश्पिताल,ओश्पिताल/NOUN
दवाखाने,क्लिनिक,दवाखाने/NOUN
सुचोवण्यो,निर्देश,सुचोवण्यो/NOUN
दमो,डामो,दमो/NOUN
गर्भाशयांत,गर्भाशय,गर्भाशयांत/NOUN
हालींचें,हाल ही का,हालींचें/NOUN
वाडपी,बढ़ती,वाडपी/NOUN
दुयेंतींचो,रोगियों के साथ मरीजों को आग,दुयेंतींचो/ADJ
देशा,देश,देशा/NOUN
हुसक्याचो,हंगामा करना,हुसक्याचो/ADJ
मंडळाच्या,का,मंडळाच्या/ADJ
अहवाला,प्रतिवेदन,अहवाला/NOUN
अस्तंती,वेस्टर्न,अस्तंती/NOUN
देशांतल्या,देशी,देशांतल्या/NOUN
थांबोवपाचे,समापन,थांबोवपाचे/NOUN
करपाचेय,मैं के बारे में हूँ,करपाचेय/NOUN
येना,याने,येना/NOUN
जावपाचेर,के पतन पर,जावपाचेर/NOUN
डब्ल्यूएचओ,डब्ल्यूएचओ,डब्ल्यूएचओ/NOUN
प्रयत्नशील,कोशिश,प्रयत्नशील/NOUN
डब्ल्यू,डब्ल्यू,डब्ल्यू/NOUN
एच,एच,एच/NOUN
ओ,ओ,ओ/NOUN
``,,``/NOUN
स्तनांच्या,सस्तन प्राणी,स्तनांच्या/ADJ
जितले,जीत से,जितले/ADJ
८०,80,८०/NOUN
जांणी,वे जो हैं,जांणी/NOUN
नवेंच,नवेंच,नवेंच/NOUN
आवयचें,माँ की माँ,आवयचें/NOUN
पियेता,पियेता,पियेता/NOUN
अमृत,अमृत,अमृत/NOUN
आवयकूय,चालाकी,आवयकूय/NOUN
जिवनदायक,जीवन भर,जिवनदायक/NOUN
अमृतच,अमृत,अमृतच/NOUN
जननी,जननी,जननी/NOUN
खातिरूय,खातिरूय,खातिरूय/NOUN
प्राणाची,अत्यावश्यक,प्राणाची/NOUN
वाचूं,वाचूं,वाचूं/NOUN
विंशी,विनाशी,विंशी/NOUN
ओचो,ओचो,ओचो/ADJ
सार्वजनीक,वेलथ,सार्वजनीक/NOUN
संडासांनी,द्वारा,संडासांनी/NOUN
मुतप,मुतप,मुतप/PRON
बुरशें,बुरशें,बुरशें/NOUN
मुताचो,पेशाब,मुताचो/ADJ
मुताच्या,उपयुक्त,मुताच्या/ADJ
संसर्गाचें,संक्रमण,संसर्गाचें/NOUN
हानिकारक,हानिकारक,हानिकारक/NOUN
योनीमार्गांत,योनीमार्गांत,योनीमार्गांत/NOUN
जळपा,जलाना,जळपा/NOUN
फाटलें,अंतिम रूप से अंतिम,फाटलें/NOUN
इकोलाय,इकोलाय,इकोलाय/NOUN
थांबून,रुकना,थांबून/NOUN
संडासांचो,स्केडेस,संडासांचो/ADJ
वलें,वलें,वलें/NOUN
अंतर्वस्त्र,उपद्रव,अंतर्वस्त्र/NOUN
वापरचें,उपयोग,वापरचें/NOUN
वापरचे,उपयोगी,वापरचे/NOUN
कपड्यांचो,गारमेंट,कपड्यांचो/ADJ
एकनिश्ठताय,मछली एकरूपता है,एकनिश्ठताय/NOUN
गुणकारी,गुणकारी,गुणकारी/NOUN
आसतां,असेट,आसतां/NOUN
हलकें,साधारण,हलकें/NOUN
ताजें,ताज़ा,ताजें/NOUN
शिजयिल्लें,शिजयिल्लें,शिजयिल्लें/NOUN
जेवप,जेई,जेवप/NOUN
जेवणार,रात का खाना,जेवणार/NOUN
चपाती,चपति,चपाती/NOUN
खायत,खाओ,खायत/NOUN
दवरतलें,दांव लगाना,दवरतलें/NOUN
मेटोवपी,मेटोवपी,मेटोवपी/PRON
पचूंक,पचूंक,पचूंक/NOUN
पचपी,पचपी,पचपी/NOUN
मोडशी,मोडशी,मोडशी/PRON
दुखीक,अप्रिय,दुखीक/NOUN
पथीक,तह करना,पथीक/NOUN
आदले,पूर्व,आदले/ADJ
रुचीक,कोटून स्लीप,रुचीक/NOUN
घटसाण,सड़न,घटसाण/NOUN
निवळा,अच्छा,निवळा/NOUN
जेवपाक,पूरा करना,जेवपाक/VERB
काडल्यार,पेड़,काडल्यार/NOUN
शितांतलीं,वे हैं,शितांतलीं/NOUN
खनिजां,खनिज पदार्थ,खनिजां/NOUN
निरुपेगी,निरुपेगी,निरुपेगी/NOUN
रांदतना,रांदतना,रांदतना/NOUN
उरिल्लें,मिठाई,उरिल्लें/NOUN
जांचें,जांचें,जांचें/NOUN
सोंपेपणीं,बोलने का काम करना,सोंपेपणीं/NOUN
पचोवंक,डिग्डवो,पचोवंक/NOUN
दुदान,दुदान,दुदान/NOUN
कालोवन,कालोवन,कालोवन/NOUN
दिसतलें,आप देखेंगे,दिसतलें/NOUN
शिताचो,शिताचो,शिताचो/ADJ
वखदी,दवा,वखदी/NOUN
उपेगूय,उपेगूय,उपेगूय/NOUN
खूबश्या,खूबश्या,खूबश्या/NOUN
पिडांनी,पीड़ितों द्वारा,पिडांनी/NOUN
हिताचें,हित,हिताचें/NOUN
हड्ड्यांत,हूड्स में,हड्ड्यांत/NOUN
देवी,देवी,देवी/NOUN
विकारांनी,विकारों,विकारांनी/NOUN
लिंबाचो,नींबू का अंग,लिंबाचो/ADJ
पेज,पेज,पेज/NOUN
मिरसांग,मिरासंग,मिरसांग/PRON
हिंग,हिंग,हिंग/NOUN
आलें,बत्तख,आलें/NOUN
मसाले,मसाले,मसाले/ADJ
खिचडी,तकिया,खिचडी/NOUN
बळ,बल,बळ/NOUN
शक्ती,शक्ति,शक्ती/NOUN
बुद्दीचो,इंटेल,बुद्दीचो/ADJ
पचनूय,पाचन,पचनूय/NOUN
पडत,गिरना,पडत/NOUN
तांदळाचें,चावल है,तांदळाचें/NOUN
पीठ,पीठ,पीठ/NOUN
खळी,घोंसला,खळी/NOUN
गायचें,गाओ,गायचें/NOUN
भरसून,भरने के लिए,भरसून/NOUN
वायटकाराक,वायावाकर,वायटकाराक/NOUN
नासल्यार,"अगर नहीं, तो",नासल्यार/NOUN
पोटूय,पोटूय,पोटूय/NOUN
धंयान,धंयान,धंयान/NOUN
पडपाची,गिरने के लिये,पडपाची/NOUN
थांबता,रोक दिया,थांबता/NOUN
भांगेची,भांगेची,भांगेची/NOUN
hemp,भांग,hemp/NOUN
नशा,नशा,नशा/NOUN
धुवन,वॉश सर,धुवन/NOUN
काडिल्ल्या,लाल हो जाना,काडिल्ल्या/NOUN
सोडा,सोडा,सोडा/NOUN
चिमट्यो,चिमेट,चिमट्यो/NOUN
पियेवंक,पीने,पियेवंक/NOUN
देवता,देवता,देवता/NOUN
त्रासाक,घाव,त्रासाक/NOUN
उपेगाक,उपयोग करने के लिए उपयोग करना,उपेगाक/NOUN
उदेवचे,Udve,उदेवचे/NOUN
भाजिल्ल्या,भाजिल्ल्या,भाजिल्ल्या/NOUN
तांदळांत,चावल में,तांदळांत/NOUN
म्होंव,शहद,म्होंव/PRON
न्हिदचें,ताक,न्हिदचें/NOUN
अर्दशिंशेलN_NN,अर्दशिंशेलN_NN,अर्दशिंशेलN_NN/NOUN
धुयिल्ल्या,धुयिल्ल्या,धुयिल्ल्या/NOUN
भाताचीं,चावल,भाताचीं/NOUN
मुळां,जड़ों,मुळां/PRON
वांटून,वांटून,वांटून/NOUN
चाळून,अकेला,चाळून/NOUN
दियनासपी,दियनासपी,दियनासपी/NOUN
गर्भनिरोधक,गर्भनिरोधक,गर्भनिरोधक/NOUN
कांद्याच्या,प्याज,कांद्याच्या/ADJ
रोसाचो,रस,रोसाचो/ADJ
बोमलेर,बुमेर,बोमलेर/NOUN
लेप,लेप,लेप/NOUN
